Region_code,Region_label,Urban_code,Urban_label,UrbanType,Area_code,Area_label,Population,Victimisations,Rate
8,Manawatu-Wanganui,106,Feilding,Secondary,560730,Feilding Central,2910,13,0.9
8,Manawatu-Wanganui,106,Feilding,Secondary,560740,Feilding East,3060,8,0.5
8,Manawatu-Wanganui,106,Feilding,Secondary,560710,Feilding North,4280,12,0.5
8,Manawatu-Wanganui,106,Feilding,Secondary,560720,Feilding West,3960,24,1.2
13,Canterbury,22,Christchurch,Main,589400,Fendalton,3100,7,0.4
4,BayofPlenty,10,Rotorua,Main,540600,Fenton,1480,6,0.8
2,Auckland,5,Southern Auckland Zone,Main,523602,Ferguson,4820,34,1.3
2,Auckland,4,Central Auckland Zone,Main,520401,Ferndale,4960,16,0.6
14,Otago,23,Dunedin,Main,602900,Fernhill,1860,32,3.3
9,Wellington,18,Lower Hutt Zone,Main,565000,Fernlea,2010,10,1
7,Taranaki,14,New Plymouth,Main,551023,Fernleigh,890,1,0.2
13,Canterbury,502,Rural (Incl.some Off Shore Islands),Rural,586121,Fernside,1990,1,0.1
13,Canterbury,22,Christchurch,Main,594020,Ferrymead,3400,23,1.3
15,Southland,502,Rural (Incl.some Off Shore Islands),Rural,612901,Fiordland,10,0,
7,Taranaki,14,New Plymouth,Main,552100,Fitzroy,3980,11,0.5
3,Waikato,6,Hamilton Zone,Main,527006,Flagstaff,4160,2,0.1
6,Hawke'sBay,13,Hastings Zone,Main,548620,Flaxmere East,4090,47,2.2
14,Otago,23,Dunedin,Main,604420,Forbury,970,12,2.4
8,Manawatu-Wanganui,502,Rural (Incl.some Off Shore Islands),Rural,558300,Fordell-Kakatahi,2500,15,1.1
4,BayofPlenty,10,Rotorua,Main,539600,Fordlands,1840,29,3
2,Auckland,2,Northern Auckland Zone,Main,508510,Forrest Hill,6200,4,0.1
14,Otago,23,Dunedin,Main,603220,Forrester Park,830,0,
12,WestCoast,501,Rural Centre,Rural,585313,Fox Glacier,320,2,1.2
8,Manawatu-Wanganui,260,Foxton Community,Minor,561700,Foxton,2750,25,1.7
8,Manawatu-Wanganui,260,Foxton Community,Minor,561300,Foxton Beach,1730,1,0.1
7,Taranaki,14,New Plymouth,Main,552400,Frankleigh,3690,6,0.3
14,Otago,117,Queenstown,Secondary,608700,Frankton,1980,9,0.9
14,Otago,502,Rural (Incl.some Off Shore Islands),Rural,609033,Frankton East,770,1,0.2
3,Waikato,6,Hamilton Zone,Main,528900,Frankton Junction,2000,37,3.5
12,WestCoast,501,Rural Centre,Rural,585312,Franz Josef,500,2,0.8
13,Canterbury,113,Timaru,Secondary,599400,Fraser Park,2980,5,0.3
6,Hawke'sBay,501,Rural Centre,Rural,545202,Frasertown,250,3,2.3
2,Auckland,4,Central Auckland Zone,Main,514000,Freemans Bay,4280,34,1.5
6,Hawke'sBay,13,Hastings Zone,Main,547800,Frimley,2410,19,1.5
2,Auckland,3,Western Auckland Zone,Main,511401,Fruitvale,4950,19,0.7
4,BayofPlenty,9,Tauranga,Main,537500,Gate Pa,3270,22,1.3
15,Southland,24,Invercargill,Main,611400,Georgetown,2420,22,1.7
13,Canterbury,285,Geraldine,Minor,598500,Geraldine,2440,6,0.5
5,Gisborne,11,Gisborne,Main,544400,Gisborne Airport,2890,30,2
5,Gisborne,11,Gisborne,Main,544600,Gisborne Central,3380,128,7.2
15,Southland,24,Invercargill,Main,610800,Gladstone-Avenal,3800,29,1.5
2,Auckland,2,Northern Auckland Zone,Main,506902,Glamorgan,3570,1,0.1
7,Taranaki,14,New Plymouth,Main,551012,Glen Avon,960,2,0.4
2,Auckland,3,Western Auckland Zone,Main,511100,Glen Eden East,7570,64,1.6
2,Auckland,4,Central Auckland Zone,Main,517002,Glen Innes East,3000,17,1.1
2,Auckland,4,Central Auckland Zone,Main,516900,Glen Innes North,6450,11,0.3
2,Auckland,4,Central Auckland Zone,Main,517001,Glen Innes West,5100,82,3.1
2,Auckland,4,Central Auckland Zone,Main,514402,Glenavon,7040,27,0.7
2,Auckland,502,Rural (Incl.some Off Shore Islands),Rural,521152,Glenbrook,2290,7,0.6
9,Wellington,18,Lower Hutt Zone,Main,564800,Glendale,3970,16,0.8
2,Auckland,3,Western Auckland Zone,Main,511601,Glendene North,4900,13,0.5
2,Auckland,3,Western Auckland Zone,Main,511602,Glendene South,3100,5,0.3
2,Auckland,2,Northern Auckland Zone,Main,508411,Glendhu,6030,6,0.2
2,Auckland,4,Central Auckland Zone,Main,516800,Glendowie,4590,4,0.2
17,Nelson,21,Nelson,Main,581713,Glenduan,540,0,
2,Auckland,2,Northern Auckland Zone,Main,508310,Glenfield Central,5210,23,0.8
2,Auckland,2,Northern Auckland Zone,Main,508320,Glenfield North,4750,17,0.7
4,BayofPlenty,10,Rotorua,Main,540510,Glenholme East,2180,9,0.8
4,BayofPlenty,10,Rotorua,Main,540520,Glenholme West,2310,25,2.1
13,Canterbury,113,Timaru,Secondary,599300,Gleniti,2530,3,0.2
14,Otago,23,Dunedin,Main,603810,Glenleith,670,0,
14,Otago,502,Rural (Incl.some Off Shore Islands),Rural,609013,Glenorchy,410,0,
9,Wellington,20,Wellington Zone,Main,573511,Glenside North,370,1,0.5
3,Waikato,6,Hamilton Zone,Main,529300,Glenview,5730,15,0.5
13,Canterbury,113,Timaru,Secondary,599200,Glenwood,1820,7,0.7
16,Tasman,502,Rural (Incl.some Off Shore Islands),Rural,581601,Golden Bay,3880,13,0.6
16,Tasman,502,Rural (Incl.some Off Shore Islands),Rural,581841,Golden Downs,910,3,0.6
3,Waikato,502,Rural (Incl.some Off Shore Islands),Rural,538841,Golden Springs,1390,3,0.4
2,Auckland,5,Southern Auckland Zone,Main,523105,Golfland,2650,3,0.2
8,Manawatu-Wanganui,15,Wanganui,Main,556300,Gonville East,1330,3,0.4
8,Manawatu-Wanganui,15,Wanganui,Main,556200,Gonville South,3060,32,2
8,Manawatu-Wanganui,15,Wanganui,Main,556400,Gonville West,1590,17,2
3,Waikato,6,Hamilton Zone,Main,527122,Gordonton,1200,0,
13,Canterbury,22,Christchurch,Main,596503,Governors Bay,940,0,
9,Wellington,18,Lower Hutt Zone,Main,568800,Gracefield,80,6,14.3
2,Auckland,4,Central Auckland Zone,Main,514302,Grafton East,1290,53,7.9
2,Auckland,4,Central Auckland Zone,Main,514301,Grafton West,4190,26,1.2
17,Nelson,21,Nelson,Main,583300,Grampians,2490,25,1.9
3,Waikato,6,Hamilton Zone,Main,528504,Grandview,3440,11,0.6
2,Auckland,5,Southern Auckland Zone,Main,523404,Grange,700,20,5.5
12,WestCoast,502,Rural (Incl.some Off Shore Islands),Rural,584404,Granity,230,0,
15,Southland,24,Invercargill,Main,610601,Grasmere,3590,0,
4,BayofPlenty,9,Tauranga,Main,536517,Gravatt,3690,3,0.2
2,Auckland,502,Rural (Incl.some Off Shore Islands),Rural,521000,Great Barrier Island,920,3,0.6
2,Auckland,3,Western Auckland Zone,Main,512100,Green Bay,4490,15,0.6
14,Otago,23,Dunedin,Main,605800,Green Island,2740,7,0.5
9,Wellington,20,Wellington Zone,Main,572702,Greenacres,1710,0,
15,Southland,502,Rural (Incl.some Off Shore Islands),Rural,610074,Greenhills,860,1,0.2
2,Auckland,2,Northern Auckland Zone,Main,509100,Greenhithe,9100,6,0.1
6,Hawke'sBay,12,Napier Zone,Main,547100,Greenmeadows,6730,12,0.3
2,Auckland,5,Southern Auckland Zone,Main,523113,Greenmount,5130,18,0.7
4,BayofPlenty,9,Tauranga,Main,537601,Greerton,4470,39,1.7
9,Wellington,20,Wellington Zone,Main,573522,Grenada North,370,2,1
9,Wellington,20,Wellington Zone,Main,573523,Grenada Village,1370,3,0.4
2,Auckland,4,Central Auckland Zone,Main,515420,Grey Lynn East,3700,44,2.3
2,Auckland,4,Central Auckland Zone,Main,515410,Grey Lynn West,3870,10,0.5
12,WestCoast,111,Greymouth,Secondary,585130,Greymouth Central,580,19,6.3
12,WestCoast,502,Rural (Incl.some Off Shore Islands),Rural,584934,Greymouth Rural,80,1,2.4
12,WestCoast,111,Greymouth,Secondary,585140,Greymouth South,2850,20,1.3
9,Wellington,265,Greytown,Minor,579900,Greytown,2320,5,0.4
2,Auckland,2,Northern Auckland Zone,Main,505910,Gulf Harbour,2780,3,0.2
2,Auckland,507,Inlet-in TA but not in Urban Area,Rural,505911,Gulf Harbour Marina,30,0,
12,WestCoast,502,Rural (Incl.some Off Shore Islands),Rural,585325,Haast,260,4,2.9
13,Canterbury,22,Christchurch,Main,591600,Hagley Park,1040,80,14.7
4,BayofPlenty,9,Tauranga,Main,537900,Hairini,6250,7,0.2
8,Manawatu-Wanganui,501,Rural Centre,Rural,560421,Halcombe,580,0,
2,Auckland,5,Southern Auckland Zone,Main,522730,Half Moon Bay,4080,3,0.1
2,Auckland,507,Inlet-in TA but not in Urban Area,Rural,522605,Half Moon Bay Marina,10,1,19.1
14,Otago,23,Dunedin,Main,603920,Halfway Bush,1940,16,1.6
13,Canterbury,22,Christchurch,Main,587846,Halswell Domain,1730,3,0.3
13,Canterbury,22,Christchurch,Main,587302,Halswell South,2460,2,0.2
13,Canterbury,22,Christchurch,Main,587842,Halswell West,1120,0,
3,Waikato,6,Hamilton Zone,Main,529700,Hamilton Central,3170,380,22.9
3,Waikato,6,Hamilton Zone,Main,530200,Hamilton East,4280,48,2.1
3,Waikato,6,Hamilton Zone,Main,529100,Hamilton Lake,4370,67,2.9
2,Auckland,4,Central Auckland Zone,Main,520402,Hamlin,5620,21,0.7
14,Otago,501,Rural Centre,Rural,600840,Hampden,300,4,2.5
13,Canterbury,112,Ashburton,Secondary,597850,Hampstead,2930,11,0.7
4,BayofPlenty,502,Rural (Incl.some Off Shore Islands),Rural,538811,Hamurana,2580,1,0.1
13,Canterbury,501,Rural Centre,Rural,585502,Hanmer Springs,900,9,1.9
9,Wellington,20,Wellington Zone,Main,575902,Happy Valley-Owhiro Bay,1840,4,0.4
2,Auckland,5,Southern Auckland Zone,Main,524530,Harania East,5630,18,0.6
2,Auckland,5,Southern Auckland Zone,Main,524510,Harania North,4190,17,0.8
2,Auckland,5,Southern Auckland Zone,Main,524520,Harania West,5370,35,1.2
14,Otago,23,Dunedin,Main,602800,Harbourside,30,8,51
13,Canterbury,22,Christchurch,Main,588600,Harewood,3460,7,0.4
12,WestCoast,501,Rural Centre,Rural,585311,Harihari,350,0,
1,Northland,501,Rural Centre,Rural,501200,Haruru Falls,940,3,0.6
6,Hawke'sBay,13,Hastings Zone,Main,548200,Hastings Central,2970,130,8.4
9,Wellington,20,Wellington Zone,Main,576800,Hataitai North,4790,5,0.2
2,Auckland,2,Northern Auckland Zone,Main,505804,Hatfields Beach,1440,1,0.1
6,Hawke'sBay,13,Hastings Zone,Main,545740,Haumoana,2350,3,0.2
12,WestCoast,502,Rural (Incl.some Off Shore Islands),Rural,584940,Haupiri,590,1,0.3
2,Auckland,2,Northern Auckland Zone,Main,508020,Hauraki,6350,8,0.2
3,Waikato,502,Rural (Incl.some Off Shore Islands),Rural,533901,Hauraki Plains,2610,2,0.1
3,Waikato,7,Cambridge Zone,Main,527133,Hautapu,2020,5,0.5
18,Marlborough,501,Rural Centre,Rural,580200,Havelock,520,2,0.7
6,Hawke'sBay,13,Hastings Zone,Main,548822,Havelock Hills,1030,0,
6,Hawke'sBay,13,Hastings Zone,Main,548832,Havelock North Central,3330,3,0.2
14,Otago,502,Rural (Incl.some Off Shore Islands),Rural,608304,Hawea,2480,2,0.2
7,Taranaki,105,Hawera,Secondary,554010,Hawera North,4010,26,1.2
7,Taranaki,105,Hawera,Secondary,554020,Hawera South,4050,34,1.6
7,Taranaki,105,Hawera,Secondary,554115,Hawera West,810,1,0.2
15,Southland,24,Invercargill,Main,611002,Hawthorndale,2360,6,0.5
13,Canterbury,22,Christchurch,Main,589601,Hawthornden,3430,1,0.1
9,Wellington,18,Lower Hutt Zone,Main,569600,Haywards-Manor Park,400,2,1
13,Canterbury,22,Christchurch,Main,591300,Heathcote Valley,2100,6,0.5
12,WestCoast,501,Rural Centre,Rural,584403,Hector-Ngakawau,220,0,
15,Southland,24,Invercargill,Main,611601,Heidelberg,3430,12,0.7
14,Otago,23,Dunedin,Main,603820,Helensburgh,1090,0,
2,Auckland,213,Helensville,Minor,506800,Helensville,2880,20,1.3
2,Auckland,502,Rural (Incl.some Off Shore Islands),Rural,506648,Helensville South,620,1,0.3
2,Auckland,3,Western Auckland Zone,Main,510700,Henderson North,6290,79,2.4
2,Auckland,3,Western Auckland Zone,Main,510800,Henderson South,5060,63,2.4
2,Auckland,3,Western Auckland Zone,Main,513011,Henderson West,2360,1,0.1
13,Canterbury,22,Christchurch,Main,587847,Hendersons Basin,710,6,1.6
2,Auckland,3,Western Auckland Zone,Main,513420,Herald,1860,0,
1,Northland,502,Rural (Incl.some Off Shore Islands),Rural,500204,Herekino,2180,5,0.4
9,Wellington,17,Upper Hutt Zone,Main,564510,Heretaunga,1260,4,0.6
9,Wellington,17,Upper Hutt Zone,Main,567800,Heretaunga-Silverstream,3760,13,0.7
2,Auckland,4,Central Auckland Zone,Main,515201,Herne Bay,3090,1,0.1
14,Otago,23,Dunedin,Main,603000,High St-Stuart St,2540,107,8.1
2,Auckland,5,Southern Auckland Zone,Main,523112,Highbrook,40,23,109.9
8,Manawatu-Wanganui,16,Palmerston North,Main,562710,Highbury,3360,24,1.4
13,Canterbury,113,Timaru,Secondary,599100,Highfield,3490,12,0.7
13,Canterbury,22,Christchurch,Main,590506,Highfield Park,880,4,0.9
2,Auckland,5,Southern Auckland Zone,Main,522722,Highland Park,4600,12,0.5
7,Taranaki,14,New Plymouth,Main,551022,Highlands Park,3310,3,0.2
3,Waikato,502,Rural (Incl.some Off Shore Islands),Rural,533603,Hikuai,3410,18,1
1,Northland,1,Whangarei,Main,504300,Hikurangi,1580,5,0.6
4,BayofPlenty,10,Rotorua,Main,539900,Hillcrest,1630,25,2.9
3,Waikato,6,Hamilton Zone,Main,530700,Hillcrest West,4030,10,0.5
13,Canterbury,22,Christchurch,Main,595300,Hillmorton,4750,29,1.2
2,Auckland,5,Southern Auckland Zone,Main,524901,Hillpark,5600,67,2.3
2,Auckland,4,Central Auckland Zone,Main,518702,Hillsborough East,4870,18,0.7
2,Auckland,4,Central Auckland Zone,Main,518701,Hillsborough West,8300,18,0.4
3,Waikato,103,Taupo,Secondary,541740,Hilltop,3810,17,0.9
8,Manawatu-Wanganui,501,Rural Centre,Rural,561200,Himatangi Beach,440,3,1.3
13,Canterbury,502,Rural (Incl.some Off Shore Islands),Rural,597730,Hinds,5030,5,0.2
2,Auckland,5,Southern Auckland Zone,Main,521201,Hingaia,2420,6,0.5
3,Waikato,502,Rural (Incl.some Off Shore Islands),Rural,535242,Hinuera,950,3,0.6
2,Auckland,3,Western Auckland Zone,Main,513431,Hobsonville East,1470,4,0.5
2,Auckland,3,Western Auckland Zone,Main,513432,Hobsonville South,2400,1,0.1
1,Northland,502,Rural (Incl.some Off Shore Islands),Rural,500801,Hokianga North,1820,6,0.6
1,Northland,502,Rural (Incl.some Off Shore Islands),Rural,500802,Hokianga South,2830,10,0.7
12,WestCoast,502,Rural (Incl.some Off Shore Islands),Rural,585317,Hokitika Rural,940,0,
12,WestCoast,276,Hokitika,Minor,585400,Hokitika Urban,3080,11,0.7
12,WestCoast,502,Rural (Incl.some Off Shore Islands),Rural,585318,Hokitika Valley,550,1,0.3
15,Southland,502,Rural (Incl.some Off Shore Islands),Rural,610040,Hokonui,3090,0,
8,Manawatu-Wanganui,16,Palmerston North,Main,563200,Hokowhitu East,5320,4,0.1
8,Manawatu-Wanganui,16,Palmerston North,Main,563102,Hokowhitu Lagoon,1640,2,0.2
8,Manawatu-Wanganui,16,Palmerston North,Main,563101,Hokowhitu West,4460,16,0.7
9,Wellington,18,Lower Hutt Zone,Main,568102,Holborn,2140,14,1.3
13,Canterbury,22,Christchurch,Main,589300,Holmwood,2210,3,0.3
2,Auckland,5,Southern Auckland Zone,Main,524720,Homai East,6870,40,1.1
2,Auckland,5,Southern Auckland Zone,Main,524712,Homai West,2330,13,1.1
9,Wellington,109,Masterton,Secondary,578301,Homebush-Te Ore Ore,570,3,1
9,Wellington,18,Lower Hutt Zone,Main,565300,Homedale East,3070,16,1
9,Wellington,18,Lower Hutt Zone,Main,565200,Homedale West,2550,17,1.3
13,Canterbury,22,Christchurch,Main,595100,Hoon Hay,3050,16,1
13,Canterbury,22,Christchurch,Main,595200,Hoon Hay South,2100,3,0.3
16,Tasman,21,Nelson,Main,581720,Hope,1210,3,0.5
1,Northland,1,Whangarei,Main,503300,Horahora,1160,17,2.8
13,Canterbury,22,Christchurch,Main,587400,Hornby North,3480,56,3.1
13,Canterbury,22,Christchurch,Main,587500,Hornby South,5350,20,0.7
9,Wellington,20,Wellington Zone,Main,573526,Horokiwi,190,0,
3,Waikato,6,Hamilton Zone,Main,527916,Horotiu,820,1,0.2
3,Waikato,6,Hamilton Zone,Main,527007,Horsham Downs,5440,0,
6,Hawke'sBay,12,Napier Zone,Main,546801,Hospital Hill,2810,2,0.1
1,Northland,502,Rural (Incl.some Off Shore Islands),Rural,500207,Houhora,1010,2,0.4
2,Auckland,5,Southern Auckland Zone,Main,521602,Howick Central,6880,11,0.3
2,Auckland,5,Southern Auckland Zone,Main,523101,Howick South,5430,6,0.2
2,Auckland,5,Southern Auckland Zone,Main,521601,Howick West,2980,3,0.2
2,Auckland,3,Western Auckland Zone,Main,505602,Huapai,1740,12,1.3
8,Manawatu-Wanganui,501,Rural Centre,Rural,558700,Hunterville,420,2,0.9
3,Waikato,6,Hamilton Zone,Main,527009,Huntington,8630,9,0.2
3,Waikato,217,Huntly,Minor,527402,Huntly East,4540,66,2.8
3,Waikato,217,Huntly,Minor,527401,Huntly West,3120,38,2.3
2,Auckland,502,Rural (Incl.some Off Shore Islands),Rural,521132,Hunua,4630,5,0.2
13,Canterbury,502,Rural (Incl.some Off Shore Islands),Rural,585700,Hurunui,2800,6,0.4
9,Wellington,18,Lower Hutt Zone,Main,569100,Hutt Central,4070,105,4.9
14,Otago,502,Rural (Incl.some Off Shore Islands),Rural,601302,Hyde,70,0,
2,Auckland,5,Southern Auckland Zone,Main,523817,Hyperion,2410,6,0.5
13,Canterbury,22,Christchurch,Main,590000,Ilam,5450,10,0.4
12,WestCoast,502,Rural (Incl.some Off Shore Islands),Rural,584412,Inangahua Junction,130,0,
12,WestCoast,502,Rural (Incl.some Off Shore Islands),Rural,584701,Inangahua Valley,330,0,
7,Taranaki,248,Inglewood,Minor,552800,Inglewood,3490,10,0.5
13,Canterbury,505,Inland Water not in Urban Area,Rural,600321,Inland Water-Lake Alexandrina,0,0,
13,Canterbury,505,Inland Water not in Urban Area,Rural,597505,Inland Water-Lake Ellesmere North,0,0,
13,Canterbury,505,Inland Water not in Urban Area,Rural,597102,Inland Water-Lake Ellesmere South,0,0,
15,Southland,505,Inland Water not in Urban Area,Rural,612903,Inland Water-Lake Hauroko,0,0,
14,Otago,505,Inland Water not in Urban Area,Rural,608305,Inland Water-Lake Hawea,0,0,
15,Southland,505,Inland Water not in Urban Area,Rural,612902,Inland Water-Lake Manapouri,0,0,
13,Canterbury,505,Inland Water not in Urban Area,Rural,600832,Inland Water-Lake Ohau,0,0,
4,BayofPlenty,505,Inland Water not in Urban Area,Rural,538812,Inland Water-Lake Rotorua,0,0,
3,Waikato,505,Inland Water not in Urban Area,Rural,620000,Inland Water-Lake Taupo,0,2,
15,Southland,505,Inland Water not in Urban Area,Rural,612715,Inland Water-Lake Te Anau,0,0,
13,Canterbury,505,Inland Water not in Urban Area,Rural,600322,Inland Water-Lake Tekapo,0,0,
6,Hawke'sBay,505,Inland Water not in Urban Area,Rural,545206,Inland Water-Lake Waikaremoana,0,0,
9,Wellington,505,Inland Water not in Urban Area,Rural,579804,Inland Water-Lake Wairarapa,0,0,
14,Otago,505,Inland Water not in Urban Area,Rural,609027,Inland Water-Lake Wakatipu,0,1,
14,Otago,505,Inland Water not in Urban Area,Rural,609030,Inland Water-Lake Wanaka,0,0,
3,Waikato,507,Inlet-in TA but not in Urban Area,Rural,619101,Inlet-Aotea Harbour North,0,0,
1,Northland,507,Inlet-in TA but not in Urban Area,Rural,614800,Inlet-Bay of Islands,10,0,
15,Southland,507,Inlet-in TA but not in Urban Area,Rural,626801,Inlet-Bluff Harbour,0,0,
12,WestCoast,507,Inlet-in TA but not in Urban Area,Rural,624100,Inlet-Buller River,0,0,
1,Northland,506,Inlet-not in TA,Rural,614602,Inlet-Doubtless Bay,0,0,
14,Otago,507,Inlet-in TA but not in Urban Area,Rural,625901,Inlet-Dunedin City Bays,0,0,
3,Waikato,506,Inlet-not in TA,Rural,619500,Inlet-Firth of Thames,0,0,
2,Auckland,507,Inlet-in TA but not in Urban Area,Rural,617400,Inlet-Hobson Bay,0,0,
1,Northland,507,Inlet-in TA but not in Urban Area,Rural,614502,Inlet-Hokianga Harbour,0,0,
15,Southland,507,Inlet-in TA but not in Urban Area,Rural,627000,Inlet-Jacobs River Estuary,0,0,
1,Northland,506,Inlet-not in TA,Rural,617000,Inlet-Kaipara Harbour North,0,0,
2,Auckland,506,Inlet-not in TA,Rural,617101,Inlet-Kaipara Harbour South,0,0,
2,Auckland,507,Inlet-in TA but not in Urban Area,Rural,617102,Inlet-Kaipara River,0,0,
16,Tasman,507,Inlet-in TA but not in Urban Area,Rural,623900,Inlet-Ligar Bay,10,0,
1,Northland,507,Inlet-in TA but not in Urban Area,Rural,615302,Inlet-Mangawhai Harbour,0,0,
2,Auckland,506,Inlet-not in TA,Rural,617605,Inlet-Manukau Harbour,0,1,
15,Southland,507,Inlet-in TA but not in Urban Area,Rural,626100,Inlet-Milford Sound,10,0,
16,Tasman,507,Inlet-in TA but not in Urban Area,Rural,581831,Inlet-Motueka,0,0,
15,Southland,507,Inlet-in TA but not in Urban Area,Rural,626802,Inlet-New River Estuary,0,0,
4,BayofPlenty,507,Inlet-in TA but not in Urban Area,Rural,542905,Inlet-Ohiwa Harbour East,0,0,
4,BayofPlenty,507,Inlet-in TA but not in Urban Area,Rural,542513,Inlet-Ohiwa Harbour West,0,0,
14,Otago,507,Inlet-in TA but not in Urban Area,Rural,625800,Inlet-Otago Harbour,10,0,
9,Wellington,507,Inlet-in TA but not in Urban Area,Rural,622201,Inlet-Porirua Harbour,20,0,
2,Auckland,506,Inlet-not in TA,Rural,616002,Inlet-Port Fitzroy,0,0,
13,Canterbury,507,Inlet-in TA but not in Urban Area,Rural,625101,Inlet-Port Lyttelton,0,0,
6,Hawke'sBay,506,Inlet-not in TA,Rural,620901,Inlet-Port Napier,0,0,
14,Otago,507,Inlet-in TA but not in Urban Area,Rural,626000,Inlet-Port Oamaru,0,0,
13,Canterbury,507,Inlet-in TA but not in Urban Area,Rural,625300,Inlet-Port Timaru,0,0,
1,Northland,507,Inlet-in TA but not in Urban Area,Rural,615301,Inlet-Port Whangarei,0,1,
3,Waikato,507,Inlet-in TA but not in Urban Area,Rural,619000,Inlet-Raglan Harbour,0,0,
1,Northland,507,Inlet-in TA but not in Urban Area,Rural,614601,Inlet-Rangaunu Harbour,0,0,
13,Canterbury,507,Inlet-in TA but not in Urban Area,Rural,625102,Inlets-Banks Peninsula Bays,0,0,
3,Waikato,507,Inlet-in TA but not in Urban Area,Rural,619102,Inlets-Otorohanga District,0,0,
3,Waikato,507,Inlet-in TA but not in Urban Area,Rural,619301,Inlets-Thames-Coromandel District,10,0,
2,Auckland,506,Inlet-not in TA,Rural,617200,Inlet-Takapuna Head,0,0,
17,Nelson,507,Inlet-in TA but not in Urban Area,Rural,623801,Inlet-Tasman Bay,0,2,
4,BayofPlenty,507,Inlet-in TA but not in Urban Area,Rural,536508,Inlet-Tauranga Harbour,0,2,
4,BayofPlenty,507,Inlet-in TA but not in Urban Area,Rural,536613,Inlet-Tauranga Harbour North,0,0,
4,BayofPlenty,507,Inlet-in TA but not in Urban Area,Rural,536506,Inlet-Tauranga Harbour Omokoroa,0,0,
1,Northland,507,Inlet-in TA but not in Urban Area,Rural,615101,Inlet-Tutukaka Harbour,30,0,
2,Auckland,506,Inlet-not in TA,Rural,617901,Inlet-Waitemata Harbour,170,1,1.1
3,Waikato,507,Inlet-in TA but not in Urban Area,Rural,619201,Inlet-Waitomo District,0,0,
2,Auckland,506,Inlet-not in TA,Rural,617800,Inlet-Waiuku River,0,0,
9,Wellington,506,Inlet-not in TA,Rural,622101,Inlet-Wellington Harbour,0,0,
1,Northland,507,Inlet-in TA but not in Urban Area,Rural,615102,Inlet-Whangarei Harbour,10,2,38.2
1,Northland,507,Inlet-in TA but not in Urban Area,Rural,614700,Inlet-Whangaroa Harbour,20,0,
14,Otago,23,Dunedin,Main,604810,Inner Peninsula,1020,0,
3,Waikato,6,Hamilton Zone,Main,529502,Insoll,2850,21,1.4
6,Hawke'sBay,13,Hastings Zone,Main,548821,Iona,3030,6,0.4
6,Hawke'sBay,13,Hastings Zone,Main,545761,Irongate,490,1,0.4
17,Nelson,21,Nelson,Main,583900,Isel Park,3440,26,1.4
9,Wellington,20,Wellington Zone,Main,576002,Island Bay East,3710,5,0.3
9,Wellington,20,Wellington Zone,Main,576001,Island Bay West,3530,3,0.2
4,BayofPlenty,501,Rural Centre,Rural,536400,Island View-Pios Beach,560,1,0.3
2,Auckland,502,Rural (Incl.some Off Shore Islands),Rural,520900,Islands-Motutapu Rangitoto Rakino,60,0,
3,Waikato,502,Rural (Incl.some Off Shore Islands),Rural,619302,Islands-Thames-Coromandel District,0,0,
13,Canterbury,22,Christchurch,Main,587830,Islington,3170,18,1.1
16,Tasman,273,Motueka,Minor,584305,Jackett Island,10,0,
14,Otago,502,Rural (Incl.some Off Shore Islands),Rural,609035,Jacks Point,470,1,0.4
13,Canterbury,22,Christchurch,Main,589100,Jellie Park,2940,20,1.3
9,Wellington,20,Wellington Zone,Main,573700,Johnsonville Central,3920,18,0.9
9,Wellington,20,Wellington Zone,Main,573802,Johnsonville East,1130,3,0.5
9,Wellington,20,Wellington Zone,Main,573600,Johnsonville North,1980,3,0.3
4,BayofPlenty,9,Tauranga,Main,537400,Judea,2600,14,1
1,Northland,501,Rural Centre,Rural,500401,Kaeo,530,4,1.4
7,Taranaki,502,Rural (Incl.some Off Shore Islands),Rural,553302,Kahui,2710,5,0.4
9,Wellington,502,Rural (Incl.some Off Shore Islands),Rural,579803,Kahutara,3350,8,0.5
13,Canterbury,22,Christchurch,Main,586407,Kaiapoi East,890,2,0.4
13,Canterbury,22,Christchurch,Main,586409,Kaiapoi North East,2230,5,0.4
13,Canterbury,22,Christchurch,Main,586408,Kaiapoi North West,1460,8,1
13,Canterbury,22,Christchurch,Main,586403,Kaiapoi South,2170,12,1.1
13,Canterbury,22,Christchurch,Main,586503,Kaiapoi West,1130,1,0.2
12,WestCoast,111,Greymouth,Secondary,584911,Kaiata,310,0,
3,Waikato,502,Rural (Incl.some Off Shore Islands),Rural,521136,Kaiaua,810,1,0.2
1,Northland,208,Kaikohe,Minor,501700,Kaikohe,4370,68,3
14,Otago,23,Dunedin,Main,602421,Kaikorai Hill,670,3,0.9
2,Auckland,502,Rural (Incl.some Off Shore Islands),Rural,616001,Kaikoura and Rangiahua Islands,40,0,
13,Canterbury,502,Rural (Incl.some Off Shore Islands),Rural,581500,Kaikoura Rural,1620,4,0.5
13,Canterbury,269,Kaikoura,Minor,581400,Kaikoura Township,2040,21,2
4,BayofPlenty,502,Rural (Incl.some Off Shore Islands),Rural,536630,Kaimai,5640,17,0.6
7,Taranaki,502,Rural (Incl.some Off Shore Islands),Rural,552702,Kaimata,2910,5,0.3
4,BayofPlenty,501,Rural Centre,Rural,538831,Kaingaroa Forest,430,0,
3,Waikato,6,Hamilton Zone,Main,527123,Kainui,2960,5,0.3
